Beginning of Training Log File
loss: 12.590548  [4224128/6824256]  time: 68.43945288658142
loss: 11.849098  [4352128/6824256]  time: 68.44172692298889
loss: 14.740934  [4480128/6824256]  time: 68.43831706047058
loss: 22.092110  [4608128/6824256]  time: 68.41001510620117
loss: 18.095922  [4736128/6824256]  time: 68.43313980102539
loss: 19.668119  [4864128/6824256]  time: 68.4625301361084
loss: 15.908131  [4992128/6824256]  time: 68.48401284217834
loss: 17.762911  [5120128/6824256]  time: 68.45731830596924
loss: 19.028370  [5248128/6824256]  time: 68.48221898078918
loss: 14.061411  [5376128/6824256]  time: 68.63423824310303
loss: 13.062178  [5504128/6824256]  time: 68.48298501968384
loss: 16.722393  [5632128/6824256]  time: 68.42401909828186
loss: 14.882308  [5760128/6824256]  time: 68.4101390838623
loss: 22.435966  [5888128/6824256]  time: 68.40208911895752
loss: 19.204803  [6016128/6824256]  time: 68.44306683540344
loss: 16.293659  [6144128/6824256]  time: 68.43394923210144
loss: 21.038458  [6272128/6824256]  time: 68.44021797180176
loss: 19.852858  [6400128/6824256]  time: 68.45063304901123
loss: 16.789194  [6528128/6824256]  time: 68.50836992263794
loss: 17.430790  [6656128/6824256]  time: 68.7165880203247
loss: 19.755926  [6784128/6824256]  time: 68.54265689849854
Test Error: 
 Accuracy: 35.5%, Avg loss: 18.540902 

Current learning rate: 2.5e-07
[------------- EPOCH 4 -------------]
loss: 14.861103  [  128/6824256]  time: 0.22424101829528809
loss: 15.619220  [128128/6824256]  time: 68.52631688117981
loss: 21.849586  [256128/6824256]  time: 68.46308875083923
loss: 16.761616  [384128/6824256]  time: 68.49830293655396
loss: 16.935455  [512128/6824256]  time: 68.46863222122192
loss: 20.192669  [640128/6824256]  time: 68.45181703567505
loss: 21.702120  [768128/6824256]  time: 68.45084500312805
loss: 17.600080  [896128/6824256]  time: 68.4571647644043
loss: 16.669895  [1024128/6824256]  time: 68.45642423629761
loss: 17.879887  [1152128/6824256]  time: 68.42419075965881
loss: 14.601242  [1280128/6824256]  time: 68.44968581199646
